Asset_ID,Asset_Tag,Item_Class,Item_Family,Asset_Type,Manufacturer,Model,Serial_Number,Purchase_Date,Date_Received,Warranty_Years,Warranty_End_Date,Expected_Replacement_Year,Asset_Status,Asset_Condition,Assigned_User,Department_Owner,School_ID,School_Name,District_ID,District_Name,BOCES_Region,Location_Detail
80057771,25899881,Hardware,Endpoint,Laptop,HP,Latitude 5440,YTEUPNUWG2,2026-02-17,2026-03-14,4,2030-02-17,2030,Deployed,Good,Aiden Taylor,District IT,5170.0,Ridge Middle School,2124,JeffersonLewis_CSD_2124,Jefferson-Lewis BOCES,
80057772,68829545,Hardware,Endpoint,Laptop,HP,Latitude 5440,MLIFB0RDMU,2026-02-17,2026-03-02,4,2030-02-17,2030,Deployed,Good,Scarlett Johnson,School IT,5170.0,Ridge Middle School,2124,JeffersonLewis_CSD_2124,Jefferson-Lewis BOCES,
80057773,62501322,Hardware,Endpoint,Laptop,HP,Latitude 5440,7HSTNSC33L,2026-02-17,2026-02-27,4,2030-02-17,2030,In Storage,Good,Henry Brown,School IT,5170.0,Ridge Middle School,2124,JeffersonLewis_CSD_2124,Jefferson-Lewis BOCES,
80057774,27313149,Hardware,Endpoint,Laptop,HP,Latitude 5440,GYJ4L12QDB,2026-02-17,2026-02-27,4,2030-02-17,2030,Deployed,Fair,Carter Jones,School IT,5170.0,Ridge Middle School,2124,JeffersonLewis_CSD_2124,Jefferson-Lewis BOCES,
80057775,60148628,Hardware,Endpoint,Laptop,HP,Latitude 5440,SYUSU7MR05,2026-02-17,2026-03-02,4,2030-02-17,2030,Deployed,Good,,District IT,5170.0,Ridge Middle School,2124,JeffersonLewis_CSD_2124,Jefferson-Lewis BOCES,
80057776,53620235,Hardware,Endpoint,Laptop,HP,Latitude 5440,3G7AI6XOR9,2026-02-17,2026-02-24,4,2030-02-17,2030,Deployed,Good,David Jones,School IT,5170.0,Ridge Middle School,2124,JeffersonLewis_CSD_2124,Jefferson-Lewis BOCES,
80057777,73707172,Hardware,Endpoint,Laptop,HP,Latitude 5440,IW3419KYYP,2026-02-17,2026-02-22,4,2030-02-17,2030,Deployed,Good,Emma Thomas,District IT,5170.0,Ridge Middle School,2124,JeffersonLewis_CSD_2124,Jefferson-Lewis BOCES,
80057778,99096139,Hardware,Endpoint,Laptop,HP,Latitude 5440,HGEQE542T1,2026-02-17,2026-03-07,4,2030-02-17,2030,Deployed,Good,Wyatt Rodriguez,District IT,5170.0,Ridge Middle School,2124,JeffersonLewis_CSD_2124,Jefferson-Lewis BOCES,
80057779,73888907,Hardware,Endpoint,Laptop,HP,Latitude 5440,OT5CST0PFQ,2026-02-17,2026-03-08,4,2030-02-17,2030,Deployed,Good,Emma Lopez,District IT,5170.0,Ridge Middle School,2124,JeffersonLewis_CSD_2124,Jefferson-Lewis BOCES,
80057780,25845597,Hardware,Endpoint,Laptop,HP,Latitude 5440,PRPCXZ71I2,2026-02-17,2026-03-01,4,2030-02-17,2030,Deployed,Good,Evelyn Jones,District IT,5170.0,Ridge Middle School,2124,JeffersonLewis_CSD_2124,Jefferson-Lewis BOCES,
80057781,99985399,Hardware,Endpoint,Laptop,HP,Latitude 5440,1K3N0N9HWU,2026-02-17,2026-03-14,4,2030-02-17,2030,Deployed,Good,Carter Jackson,School IT,5170.0,Ridge Middle School,2124,JeffersonLewis_CSD_2124,Jefferson-Lewis BOCES,
80057782,11071786,Hardware,Endpoint,Laptop,HP,Latitude 5440,IEE6RPHKG6,2026-02-17,2026-02-27,4,2030-02-17,2030,In Storage,Fair,Sebastian Martin,School IT,5170.0,Ridge Middle School,2124,JeffersonLewis_CSD_2124,Jefferson-Lewis BOCES,
80057783,18365461,Hardware,Endpoint,Laptop,HP,Latitude 5440,PC7O521DZP,2026-02-17,2026-02-22,4,2030-02-17,2030,Deployed,Good,Chloe Johnson,School IT,5170.0,Ridge Middle School,2124,JeffersonLewis_CSD_2124,Jefferson-Lewis BOCES,
80057784,53443534,Hardware,Endpoint,Laptop,HP,Latitude 5440,YG978YI1BO,2026-02-17,2026-02-20,4,2030-02-17,2030,Deployed,Good,,District IT,5170.0,Ridge Middle School,2124,JeffersonLewis_CSD_2124,Jefferson-Lewis BOCES,
80057785,27061971,Hardware,Endpoint,Laptop,HP,Latitude 5440,TPOXGXH2SA,2026-02-17,2026-03-09,4,2030-02-17,2030,Deployed,Fair,Carter Smith,School IT,5170.0,Ridge Middle School,2124,JeffersonLewis_CSD_2124,Jefferson-Lewis BOCES,
80057786,23638657,Hardware,Endpoint,Laptop,HP,Latitude 5440,3KEPVTBW00,2026-02-17,2026-03-13,4,2030-02-17,2030,Deployed,Good,Carter Taylor,District IT,5170.0,Ridge Middle School,2124,JeffersonLewis_CSD_2124,Jefferson-Lewis BOCES,
80057787,45682469,Hardware,Endpoint,Laptop,HP,Latitude 5440,LNU3UWNLEN,2026-02-17,2026-02-26,4,2030-02-17,2030,Deployed,Poor,Evelyn Anderson,School IT,5170.0,Ridge Middle School,2124,JeffersonLewis_CSD_2124,Jefferson-Lewis BOCES,
80057788,90002094,Hardware,Endpoint,Laptop,HP,Latitude 5440,B6B2LLF6UJ,2026-02-17,2026-03-07,4,2030-02-17,2030,Deployed,Good,Harper Wilson,District IT,5170.0,Ridge Middle School,2124,JeffersonLewis_CSD_2124,Jefferson-Lewis BOCES,
80057789,31208271,Hardware,Endpoint,Laptop,HP,Latitude 5440,3WB19AKVGC,2026-02-17,2026-03-02,4,2030-02-17,2030,Deployed,Good,Wyatt Taylor,School IT,5170.0,Ridge Middle School,2124,JeffersonLewis_CSD_2124,Jefferson-Lewis BOCES,
80057790,20102126,Hardware,Endpoint,Laptop,HP,Latitude 5440,SURKPF1NL5,2026-02-17,2026-02-22,4,2030-02-17,2030,Deployed,Good,Mason Johnson,School IT,5170.0,Ridge Middle School,2124,JeffersonLewis_CSD_2124,Jefferson-Lewis BOCES,
80057791,85970351,Hardware,Endpoint,Laptop,HP,Latitude 5440,XWIQT96M0J,2026-02-17,2026-03-03,4,2030-02-17,2030,Deployed,Fair,Logan Wilson,School IT,5170.0,Ridge Middle School,2124,JeffersonLewis_CSD_2124,Jefferson-Lewis BOCES,
80057792,37831159,Hardware,Endpoint,Laptop,HP,Latitude 5440,29KJYJZG6P,2026-02-17,2026-03-02,4,2030-02-17,2030,Deployed,Good,,District IT,5170.0,Ridge Middle School,2124,JeffersonLewis_CSD_2124,Jefferson-Lewis BOCES,
80057793,96139643,Hardware,Endpoint,Laptop,HP,Latitude 5440,876EAQHI3B,2026-02-17,2026-03-03,4,2030-02-17,2030,Deployed,Good,Ava Williams,District IT,5170.0,Ridge Middle School,2124,JeffersonLewis_CSD_2124,Jefferson-Lewis BOCES,
80057794,81765549,Hardware,Endpoint,Laptop,HP,Latitude 5440,GY7XTIN25G,2026-02-17,2026-03-12,4,2030-02-17,2030,Deployed,Fair,Wyatt Williams,School IT,5170.0,Ridge Middle School,2124,JeffersonLewis_CSD_2124,Jefferson-Lewis BOCES,
80057795,75114300,Hardware,Endpoint,Laptop,HP,Latitude 5440,LZQGQP4BQJ,2026-02-17,2026-02-28,4,2030-02-17,2030,In Storage,Good,Sophia Rodriguez,District IT,5170.0,Ridge Middle School,2124,JeffersonLewis_CSD_2124,Jefferson-Lewis BOCES,
80057796,74846047,Hardware,Endpoint,Laptop,HP,Latitude 5440,0FM1ZU9AUA,2026-02-17,2026-02-20,4,2030-02-17,2030,Deployed,Good,Jack Brown,District IT,5170.0,Ridge Middle School,2124,JeffersonLewis_CSD_2124,Jefferson-Lewis BOCES,
80057797,74020538,Hardware,Endpoint,Laptop,HP,Latitude 5440,Y6BIYKIW1Z,2026-02-17,2026-03-03,4,2030-02-17,2030,Deployed,Good,Ava Martinez,District IT,5170.0,Ridge Middle School,2124,JeffersonLewis_CSD_2124,Jefferson-Lewis BOCES,
80057798,44773828,Hardware,Endpoint,Laptop,HP,Latitude 5440,U50UKIRZVE,2026-02-17,2026-03-12,4,2030-02-17,2030,Deployed,Fair,,School IT,5170.0,Ridge Middle School,2124,JeffersonLewis_CSD_2124,Jefferson-Lewis BOCES,
80057799,97575356,Hardware,Endpoint,Laptop,HP,Latitude 5440,LC9W5F4F56,2026-02-17,2026-02-21,4,2030-02-17,2030,Deployed,Good,Aiden Johnson,District IT,5170.0,Ridge Middle School,2124,JeffersonLewis_CSD_2124,Jefferson-Lewis BOCES,
80057800,83312369,Hardware,Endpoint,Laptop,HP,Latitude 5440,ORX7BVM63B,2026-02-17,2026-03-10,4,2030-02-17,2030,Deployed,Good,Noah Garcia,District IT,5170.0,Ridge Middle School,2124,JeffersonLewis_CSD_2124,Jefferson-Lewis BOCES,
80057801,75199910,Hardware,Endpoint,Laptop,HP,Latitude 5440,HZ6654E17D,2026-02-17,2026-03-01,4,2030-02-17,2030,Deployed,Good,Ethan Lopez,School IT,5170.0,Ridge Middle School,2124,JeffersonLewis_CSD_2124,Jefferson-Lewis BOCES,
80057802,47537092,Hardware,Endpoint,Laptop,HP,Latitude 5440,4VCN7YXPH8,2026-02-17,2026-02-20,4,2030-02-17,2030,Deployed,Good,Scarlett Martin,District IT,5170.0,Ridge Middle School,2124,JeffersonLewis_CSD_2124,Jefferson-Lewis BOCES,
80057803,42978675,Hardware,Endpoint,Laptop,HP,Latitude 5440,K7XKJVOB4M,2026-02-17,2026-03-07,4,2030-02-17,2030,In Storage,Fair,Amelia Anderson,District IT,5170.0,Ridge Middle School,2124,JeffersonLewis_CSD_2124,Jefferson-Lewis BOCES,
80057804,70165562,Hardware,Endpoint,Laptop,HP,Latitude 5440,AMQR3QLIOX,2026-02-17,2026-02-24,4,2030-02-17,2030,Deployed,Good,Liam Davis,District IT,5170.0,Ridge Middle School,2124,JeffersonLewis_CSD_2124,Jefferson-Lewis BOCES,
80057805,70197985,Hardware,Endpoint,Laptop,HP,Latitude 5440,9E7BTD104O,2026-02-17,2026-03-05,4,2030-02-17,2030,Deployed,Fair,Jack Lopez,District IT,5170.0,Ridge Middle School,2124,JeffersonLewis_CSD_2124,Jefferson-Lewis BOCES,
80057806,96720258,Hardware,Endpoint,Laptop,HP,Latitude 5440,ONNXE2FEUK,2026-02-17,2026-02-20,4,2030-02-17,2030,Deployed,Good,Noah Smith,School IT,5170.0,Ridge Middle School,2124,JeffersonLewis_CSD_2124,Jefferson-Lewis BOCES,
80057807,87168917,Hardware,Endpoint,Laptop,HP,Latitude 5440,PFQ6CUO340,2026-02-17,2026-03-13,4,2030-02-17,2030,Deployed,Fair,,District IT,5170.0,Ridge Middle School,2124,JeffersonLewis_CSD_2124,Jefferson-Lewis BOCES,
80057808,40822311,Hardware,Endpoint,Laptop,HP,Latitude 5440,O9DWL5ODM2,2026-02-17,2026-03-14,4,2030-02-17,2030,Deployed,Good,Mia Smith,School IT,5170.0,Ridge Middle School,2124,JeffersonLewis_CSD_2124,Jefferson-Lewis BOCES,
80057809,76068027,Hardware,Endpoint,Laptop,HP,Latitude 5440,L4W29A7PRE,2026-02-17,2026-02-25,4,2030-02-17,2030,Deployed,Fair,Liam Gonzalez,School IT,5170.0,Ridge Middle School,2124,JeffersonLewis_CSD_2124,Jefferson-Lewis BOCES,
80057810,86659716,Hardware,Endpoint,Laptop,HP,Latitude 5440,E7UU3N8GXK,2026-02-17,2026-03-14,4,2030-02-17,2030,Pending Deployment,Poor,Amelia Moore,District IT,5170.0,Ridge Middle School,2124,JeffersonLewis_CSD_2124,Jefferson-Lewis BOCES,
80057811,55378031,Hardware,Endpoint,Laptop,HP,Latitude 5440,Y862SL78EL,2026-02-17,2026-03-06,4,2030-02-17,2030,Deployed,Good,Ella Williams,District IT,5170.0,Ridge Middle School,2124,JeffersonLewis_CSD_2124,Jefferson-Lewis BOCES,
80057812,30952881,Hardware,Endpoint,Laptop,HP,Latitude 5440,N31G9DG85I,2026-02-17,2026-03-07,4,2030-02-17,2030,Deployed,Good,Olivia Thomas,District IT,5170.0,Ridge Middle School,2124,JeffersonLewis_CSD_2124,Jefferson-Lewis BOCES,
80057813,81625759,Hardware,Endpoint,Laptop,HP,Latitude 5440,TZVZRLHTOJ,2026-02-17,2026-03-01,4,2030-02-17,2030,Deployed,Good,Aiden Wilson,School IT,5170.0,Ridge Middle School,2124,JeffersonLewis_CSD_2124,Jefferson-Lewis BOCES,
80057814,10596426,Hardware,Endpoint,Laptop,HP,Latitude 5440,2W5RX6AO40,2026-02-17,2026-02-25,4,2030-02-17,2030,Deployed,Good,Ethan Jones,District IT,5170.0,Ridge Middle School,2124,JeffersonLewis_CSD_2124,Jefferson-Lewis BOCES,
80057815,49305034,Hardware,Endpoint,Laptop,HP,Latitude 5440,Z9TAMNIH6N,2026-02-17,2026-02-20,4,2030-02-17,2030,Deployed,Poor,Lily Smith,District IT,5170.0,Ridge Middle School,2124,JeffersonLewis_CSD_2124,Jefferson-Lewis BOCES,
80057816,67098683,Hardware,Endpoint,Laptop,HP,Latitude 5440,KF1QKS9YGR,2026-02-17,2026-03-07,4,2030-02-17,2030,Deployed,Good,Sebastian Thomas,School IT,5170.0,Ridge Middle School,2124,JeffersonLewis_CSD_2124,Jefferson-Lewis BOCES,
80057817,82946875,Hardware,Endpoint,Laptop,HP,Latitude 5440,NS0250GU7H,2026-02-17,2026-03-07,4,2030-02-17,2030,Deployed,Good,Zoey Johnson,District IT,5170.0,Ridge Middle School,2124,JeffersonLewis_CSD_2124,Jefferson-Lewis BOCES,
80057818,94588184,Hardware,Endpoint,Laptop,HP,Latitude 5440,RCUY10FYGD,2026-02-17,2026-03-01,4,2030-02-17,2030,Deployed,Good,Grace Miller,School IT,5170.0,Ridge Middle School,2124,JeffersonLewis_CSD_2124,Jefferson-Lewis BOCES,
80057819,91329511,Hardware,Endpoint,Laptop,HP,Latitude 5440,F6Q1F8XZKX,2026-02-17,2026-03-10,4,2030-02-17,2030,Deployed,Good,Chloe Rodriguez,District IT,5170.0,Ridge Middle School,2124,JeffersonLewis_CSD_2124,Jefferson-Lewis BOCES,
80057820,29127060,Hardware,Endpoint,Laptop,HP,Latitude 5440,GTIKX7TF15,2026-02-17,2026-02-23,4,2030-02-17,2030,Deployed,Fair,Ava Jackson,School IT,5170.0,Ridge Middle School,2124,JeffersonLewis_CSD_2124,Jefferson-Lewis BOCES,
80057821,31243785,Hardware,Endpoint,Laptop,HP,Latitude 5440,2BH7IR2RJ7,2026-02-17,2026-02-26,4,2030-02-17,2030,Pending Deployment,Good,Isabella Moore,District IT,5170.0,Ridge Middle School,2124,JeffersonLewis_CSD_2124,Jefferson-Lewis BOCES,
80057822,11480526,Hardware,Endpoint,Laptop,HP,Latitude 5440,G3BACGU6TJ,2026-02-17,2026-02-24,4,2030-02-17,2030,Deployed,Good,Logan Miller,School IT,5170.0,Ridge Middle School,2124,JeffersonLewis_CSD_2124,Jefferson-Lewis BOCES,
80057823,17011667,Hardware,Endpoint,Laptop,HP,Latitude 5440,FHOKOBTOKR,2026-02-17,2026-03-10,4,2030-02-17,2030,Deployed,Good,Isabella Jackson,School IT,5170.0,Ridge Middle School,2124,JeffersonLewis_CSD_2124,Jefferson-Lewis BOCES,
80057824,34985880,Hardware,Endpoint,Laptop,HP,Latitude 5440,L2SNKJBLUD,2026-02-17,2026-03-02,4,2030-02-17,2030,Deployed,Good,,District IT,5170.0,Ridge Middle School,2124,JeffersonLewis_CSD_2124,Jefferson-Lewis BOCES,
80057825,76600423,Hardware,Endpoint,Laptop,HP,Latitude 5440,2FQZ43TT74,2026-02-17,2026-03-13,4,2030-02-17,2030,Deployed,Good,,School IT,5170.0,Ridge Middle School,2124,JeffersonLewis_CSD_2124,Jefferson-Lewis BOCES,
80057826,70751570,Hardware,Endpoint,Laptop,HP,Latitude 5440,V6Y458YV6I,2026-02-17,2026-03-11,4,2030-02-17,2030,Deployed,Fair,,District IT,5170.0,Ridge Middle School,2124,JeffersonLewis_CSD_2124,Jefferson-Lewis BOCES,
80057827,18309080,Hardware,Endpoint,Laptop,HP,Latitude 5440,OR0DJYWBHZ,2026-02-17,2026-02-28,4,2030-02-17,2030,Deployed,Good,Ethan Gonzalez,School IT,5170.0,Ridge Middle School,2124,JeffersonLewis_CSD_2124,Jefferson-Lewis BOCES,
80057828,22937344,Hardware,Endpoint,Laptop,HP,Latitude 5440,C7TS0OOZ88,2026-02-17,2026-03-10,4,2030-02-17,2030,Pending Deployment,Good,Mia Taylor,School IT,5170.0,Ridge Middle School,2124,JeffersonLewis_CSD_2124,Jefferson-Lewis BOCES,
80057829,58887753,Hardware,Endpoint,Laptop,HP,Latitude 5440,BQNVY349MT,2026-02-17,2026-03-07,4,2030-02-17,2030,Deployed,Good,Amelia Johnson,District IT,5170.0,Ridge Middle School,2124,JeffersonLewis_CSD_2124,Jefferson-Lewis BOCES,
80057830,96424851,Hardware,Endpoint,Laptop,HP,Latitude 5440,2EO946AP72,2026-02-17,2026-03-11,4,2030-02-17,2030,Deployed,Good,Logan Hernandez,School IT,5170.0,Ridge Middle School,2124,JeffersonLewis_CSD_2124,Jefferson-Lewis BOCES,
80057831,32584853,Hardware,Endpoint,Laptop,HP,Latitude 5440,DD7WR34HTZ,2026-02-17,2026-03-13,4,2030-02-17,2030,In Storage,Good,Olivia Anderson,District IT,5170.0,Ridge Middle School,2124,JeffersonLewis_CSD_2124,Jefferson-Lewis BOCES,
80057832,62585742,Hardware,Endpoint,Laptop,HP,Latitude 5440,Y4G6WXFCQK,2026-02-17,2026-03-08,4,2030-02-17,2030,Deployed,Good,Wyatt Brown,School IT,5170.0,Ridge Middle School,2124,JeffersonLewis_CSD_2124,Jefferson-Lewis BOCES,
80057833,76939497,Hardware,Endpoint,Laptop,HP,Latitude 5440,2UNCSI6M96,2026-02-17,2026-03-07,4,2030-02-17,2030,Deployed,Good,Amelia Moore,School IT,5170.0,Ridge Middle School,2124,JeffersonLewis_CSD_2124,Jefferson-Lewis BOCES,
80057834,81816441,Hardware,Endpoint,Laptop,HP,Latitude 5440,3CSKOBC6I9,2026-02-17,2026-02-27,4,2030-02-17,2030,Deployed,Good,Jack Brown,District IT,5170.0,Ridge Middle School,2124,JeffersonLewis_CSD_2124,Jefferson-Lewis BOCES,
80057835,32904919,Hardware,Endpoint,Laptop,HP,Latitude 5440,Z8RADZ0LMA,2026-02-17,2026-03-05,4,2030-02-17,2030,Deployed,Good,Zoey Garcia,District IT,5170.0,Ridge Middle School,2124,JeffersonLewis_CSD_2124,Jefferson-Lewis BOCES,
80057836,37232410,Hardware,Endpoint,Laptop,HP,Latitude 5440,U2BSVJA6RU,2026-02-17,2026-02-25,4,2030-02-17,2030,Deployed,Good,Logan Jones,School IT,5170.0,Ridge Middle School,2124,JeffersonLewis_CSD_2124,Jefferson-Lewis BOCES,
80057837,93748454,Hardware,Endpoint,Laptop,HP,Latitude 5440,LL7FZEZPME,2026-02-17,2026-03-08,4,2030-02-17,2030,In Storage,Good,Sebastian Taylor,School IT,5170.0,Ridge Middle School,2124,JeffersonLewis_CSD_2124,Jefferson-Lewis BOCES,
80057838,99946941,Hardware,Endpoint,Laptop,HP,Latitude 5440,5MSNPY5C8U,2026-02-17,2026-03-10,4,2030-02-17,2030,Deployed,Good,Zoey Smith,School IT,5170.0,Ridge Middle School,2124,JeffersonLewis_CSD_2124,Jefferson-Lewis BOCES,
80057839,65584217,Hardware,Endpoint,Laptop,HP,Latitude 5440,D6FMFLAHMF,2026-02-17,2026-02-25,4,2030-02-17,2030,Deployed,Good,Chloe Jackson,District IT,5170.0,Ridge Middle School,2124,JeffersonLewis_CSD_2124,Jefferson-Lewis BOCES,
80057840,89130545,Hardware,Endpoint,Laptop,HP,Latitude 5440,6RVD891RN5,2026-02-17,2026-02-22,4,2030-02-17,2030,Deployed,Good,Sophia Miller,School IT,5170.0,Ridge Middle School,2124,JeffersonLewis_CSD_2124,Jefferson-Lewis BOCES,
80057841,96382967,Hardware,Endpoint,Laptop,HP,Latitude 5440,RN5LBOVOQH,2026-02-17,2026-03-05,4,2030-02-17,2030,Deployed,Good,Evelyn Brown,School IT,5170.0,Ridge Middle School,2124,JeffersonLewis_CSD_2124,Jefferson-Lewis BOCES,
80057842,28688470,Hardware,Endpoint,Laptop,HP,Latitude 5440,T43OMB0PG7,2026-02-17,2026-03-13,4,2030-02-17,2030,Deployed,Good,Wyatt Martinez,School IT,5170.0,Ridge Middle School,2124,JeffersonLewis_CSD_2124,Jefferson-Lewis BOCES,
80057843,97392059,Hardware,Endpoint,Laptop,HP,Latitude 5440,1OUF5U6JFI,2026-02-17,2026-03-05,4,2030-02-17,2030,Deployed,Good,Sebastian Miller,School IT,5170.0,Ridge Middle School,2124,JeffersonLewis_CSD_2124,Jefferson-Lewis BOCES,
80057844,52660436,Hardware,Endpoint,Laptop,HP,Latitude 5440,HS1RRI3570,2026-02-17,2026-03-11,4,2030-02-17,2030,Pending Deployment,Good,Lily Johnson,District IT,5170.0,Ridge Middle School,2124,JeffersonLewis_CSD_2124,Jefferson-Lewis BOCES,
80057845,98833985,Hardware,Endpoint,Laptop,HP,Latitude 5440,QSJAPMIIBB,2026-02-17,2026-03-14,4,2030-02-17,2030,Deployed,Fair,Emma Jones,District IT,5170.0,Ridge Middle School,2124,JeffersonLewis_CSD_2124,Jefferson-Lewis BOCES,
80057846,13660756,Hardware,Endpoint,Laptop,HP,Latitude 5440,GMJUROD1NO,2026-02-17,2026-03-08,4,2030-02-17,2030,Deployed,Fair,Emma Miller,School IT,5170.0,Ridge Middle School,2124,JeffersonLewis_CSD_2124,Jefferson-Lewis BOCES,
80057847,83884471,Hardware,Endpoint,Laptop,HP,Latitude 5440,SJ044TJGCR,2026-02-17,2026-03-03,4,2030-02-17,2030,Deployed,Good,Benjamin Moore,School IT,5170.0,Ridge Middle School,2124,JeffersonLewis_CSD_2124,Jefferson-Lewis BOCES,
