Asset_ID,Asset_Tag,Item_Class,Item_Family,Asset_Type,Manufacturer,Model,Serial_Number,Purchase_Date,Date_Received,Warranty_Years,Warranty_End_Date,Expected_Replacement_Year,Asset_Status,Asset_Condition,Assigned_User,Department_Owner,School_ID,School_Name,District_ID,District_Name,BOCES_Region,Location_Detail
80067433,25846849,Hardware,Networking,Wireless Access Point,Cisco,Catalyst 9130AX,6X5VQ0WTDY,2026-04-25,2026-05-11,5,2031-04-25,2031,Deployed,Good,,School IT,5189.0,Central Admin Building,2130,Erie_CSD_2130,Erie 1 BOCES,
80067434,67110053,Hardware,Networking,Wireless Access Point,Cisco,Catalyst 9130AX,Q4GGUDPI1D,2026-04-25,2026-05-10,5,2031-04-25,2031,Deployed,Good,Isabella Jones,District IT,5189.0,Central Admin Building,2130,Erie_CSD_2130,Erie 1 BOCES,
80067435,76961049,Hardware,Networking,Wireless Access Point,Cisco,Catalyst 9130AX,KNP6JN3P8X,2026-04-25,2026-05-15,5,2031-04-25,2031,Deployed,Good,Scarlett Wilson,District IT,5189.0,Central Admin Building,2130,Erie_CSD_2130,Erie 1 BOCES,
80067436,92325835,Hardware,Telephony,VoIP Phone,Cisco,Cisco 8841,UCT8OXXB8P,2026-04-25,2026-05-11,3,2029-04-25,2029,Deployed,Good,Lily Thomas,School IT,5188.0,STEM Elementary School,2130,Erie_CSD_2130,Erie 1 BOCES,
80067437,14929283,Hardware,Telephony,VoIP Phone,Cisco,Cisco 8841,C1D6HAYKAA,2026-04-25,2026-05-16,3,2029-04-25,2029,Deployed,Good,Benjamin Jackson,District IT,5188.0,STEM Elementary School,2130,Erie_CSD_2130,Erie 1 BOCES,
80067438,31638517,Hardware,Telephony,VoIP Phone,Cisco,Cisco 8841,UVER75NWQC,2026-04-25,2026-05-18,3,2029-04-25,2029,In Storage,Good,Henry Anderson,District IT,5188.0,STEM Elementary School,2130,Erie_CSD_2130,Erie 1 BOCES,
80067439,74788574,Hardware,Telephony,VoIP Phone,Cisco,Cisco 8841,8QHDFF2G3Z,2026-04-25,2026-04-28,3,2029-04-25,2029,Deployed,Good,Ella Martin,District IT,5188.0,STEM Elementary School,2130,Erie_CSD_2130,Erie 1 BOCES,
80067440,43321181,Hardware,Telephony,VoIP Phone,Cisco,Cisco 8841,SRYGADT2TP,2026-04-25,2026-05-04,3,2029-04-25,2029,Deployed,Good,Mia Smith,School IT,5188.0,STEM Elementary School,2130,Erie_CSD_2130,Erie 1 BOCES,
80067441,63023682,Hardware,Telephony,VoIP Phone,Cisco,Cisco 8841,1F92H5AIJT,2026-04-25,2026-04-29,3,2029-04-25,2029,Pending Deployment,Good,Benjamin Brown,District IT,5188.0,STEM Elementary School,2130,Erie_CSD_2130,Erie 1 BOCES,
80067442,71928394,Hardware,Telephony,VoIP Phone,Cisco,Cisco 8841,YYR8RWCPFU,2026-04-25,2026-05-19,3,2029-04-25,2029,Pending Deployment,Good,Lily Hernandez,District IT,5188.0,STEM Elementary School,2130,Erie_CSD_2130,Erie 1 BOCES,
80067443,82890156,Hardware,Telephony,VoIP Phone,Cisco,Cisco 8841,7UF5XTICCG,2026-04-25,2026-05-16,3,2029-04-25,2029,Deployed,Good,Lily Martin,School IT,5188.0,STEM Elementary School,2130,Erie_CSD_2130,Erie 1 BOCES,
80067444,32683527,Hardware,Telephony,VoIP Phone,Cisco,Cisco 8841,YE7XEPWQ3X,2026-04-25,2026-05-11,3,2029-04-25,2029,Deployed,Good,Jack Miller,School IT,5188.0,STEM Elementary School,2130,Erie_CSD_2130,Erie 1 BOCES,
80067445,27107619,Hardware,Telephony,VoIP Phone,Cisco,Cisco 8841,M5O35JX3A7,2026-04-25,2026-05-12,3,2029-04-25,2029,Deployed,Good,Isabella Moore,District IT,5188.0,STEM Elementary School,2130,Erie_CSD_2130,Erie 1 BOCES,
80067446,68106942,Hardware,Telephony,VoIP Phone,Cisco,Cisco 8841,CMN1Q81MM4,2026-04-25,2026-05-10,3,2029-04-25,2029,Deployed,Fair,Scarlett Lopez,District IT,5188.0,STEM Elementary School,2130,Erie_CSD_2130,Erie 1 BOCES,
80067447,75691708,Hardware,Telephony,VoIP Phone,Cisco,Cisco 8841,I1FXT6GCD6,2026-04-25,2026-05-08,3,2029-04-25,2029,Deployed,Good,Sophia Lopez,School IT,5188.0,STEM Elementary School,2130,Erie_CSD_2130,Erie 1 BOCES,
80067448,96310327,Hardware,Telephony,VoIP Phone,Cisco,Cisco 8841,IR8LEY1NYF,2026-04-25,2026-05-09,3,2029-04-25,2029,Deployed,Good,Lucas Wilson,School IT,5188.0,STEM Elementary School,2130,Erie_CSD_2130,Erie 1 BOCES,
80067449,79431351,Hardware,Telephony,VoIP Phone,Cisco,Cisco 8841,MA0JXGNO1H,2026-04-25,2026-05-09,3,2029-04-25,2029,Deployed,Good,Zoey Lopez,School IT,5188.0,STEM Elementary School,2130,Erie_CSD_2130,Erie 1 BOCES,
80067450,84931998,Hardware,Telephony,VoIP Phone,Cisco,Cisco 8841,Y8LBNSJQF7,2026-04-25,2026-05-03,3,2029-04-25,2029,Deployed,Good,Mia Martinez,District IT,5188.0,STEM Elementary School,2130,Erie_CSD_2130,Erie 1 BOCES,
80067451,22882494,Hardware,Telephony,VoIP Phone,Cisco,Cisco 8841,4HZEEBJ6O8,2026-04-25,2026-04-30,3,2029-04-25,2029,Deployed,Good,Grace Garcia,School IT,5188.0,STEM Elementary School,2130,Erie_CSD_2130,Erie 1 BOCES,
80067452,45078304,Hardware,Telephony,VoIP Phone,Cisco,Cisco 8841,SS4JA7YLF9,2026-04-25,2026-05-12,3,2029-04-25,2029,Pending Deployment,Good,,School IT,5188.0,STEM Elementary School,2130,Erie_CSD_2130,Erie 1 BOCES,
80067453,96385220,Hardware,Telephony,VoIP Phone,Cisco,Cisco 8841,66YUA83U8P,2026-04-25,2026-05-03,3,2029-04-25,2029,Deployed,Good,Evelyn Lopez,District IT,5188.0,STEM Elementary School,2130,Erie_CSD_2130,Erie 1 BOCES,
80067454,41884990,Hardware,Telephony,VoIP Phone,Cisco,Cisco 8841,JJO6D5MUOF,2026-04-25,2026-05-10,3,2029-04-25,2029,Deployed,Good,Liam Brown,District IT,5188.0,STEM Elementary School,2130,Erie_CSD_2130,Erie 1 BOCES,
80067455,64743790,Hardware,Telephony,VoIP Phone,Cisco,Cisco 8841,WD93VGX0R1,2026-04-25,2026-05-10,3,2029-04-25,2029,Deployed,Fair,Wyatt Lopez,District IT,5188.0,STEM Elementary School,2130,Erie_CSD_2130,Erie 1 BOCES,
80067456,45306291,Hardware,Telephony,VoIP Phone,Cisco,Cisco 8841,D5QUTK8WEH,2026-04-25,2026-05-17,3,2029-04-25,2029,Deployed,Good,Isabella Rodriguez,School IT,5188.0,STEM Elementary School,2130,Erie_CSD_2130,Erie 1 BOCES,
80067457,11933942,Hardware,Telephony,VoIP Phone,Cisco,Cisco 8841,4U83PAXH40,2026-04-25,2026-05-03,3,2029-04-25,2029,Deployed,Good,Jack Miller,School IT,5188.0,STEM Elementary School,2130,Erie_CSD_2130,Erie 1 BOCES,
80067458,78648555,Hardware,Telephony,VoIP Phone,Cisco,Cisco 8841,BJJLANW4EA,2026-04-25,2026-05-07,3,2029-04-25,2029,Deployed,Good,Harper Smith,School IT,5188.0,STEM Elementary School,2130,Erie_CSD_2130,Erie 1 BOCES,
80067459,60257420,Hardware,Telephony,VoIP Phone,Cisco,Cisco 8841,XOINH1UVI9,2026-04-25,2026-05-04,3,2029-04-25,2029,Deployed,Good,Ella Hernandez,District IT,5188.0,STEM Elementary School,2130,Erie_CSD_2130,Erie 1 BOCES,
80067460,25742793,Hardware,Telephony,VoIP Phone,Cisco,Cisco 8841,2S6ETFJZEF,2026-04-25,2026-05-11,3,2029-04-25,2029,Deployed,Good,Carter Jones,School IT,5188.0,STEM Elementary School,2130,Erie_CSD_2130,Erie 1 BOCES,
80067461,32585898,Hardware,Telephony,VoIP Phone,Cisco,Cisco 8841,3QFT2IR3J1,2026-04-25,2026-05-20,3,2029-04-25,2029,Deployed,Good,Evelyn Thomas,District IT,5188.0,STEM Elementary School,2130,Erie_CSD_2130,Erie 1 BOCES,
80067462,81043932,Hardware,Telephony,VoIP Phone,Cisco,Cisco 8841,SWZTAM2URU,2026-04-25,2026-05-06,3,2029-04-25,2029,Deployed,Good,James Jackson,District IT,5188.0,STEM Elementary School,2130,Erie_CSD_2130,Erie 1 BOCES,
80067463,40823460,Hardware,Telephony,VoIP Phone,Cisco,Cisco 8841,WWZVB746ZR,2026-04-25,2026-05-07,3,2029-04-25,2029,Deployed,Good,Olivia Taylor,School IT,5188.0,STEM Elementary School,2130,Erie_CSD_2130,Erie 1 BOCES,
80067464,57922619,Hardware,Telephony,VoIP Phone,Cisco,Cisco 8841,IZNFMO6ABE,2026-04-25,2026-05-14,3,2029-04-25,2029,Deployed,Good,,School IT,5188.0,STEM Elementary School,2130,Erie_CSD_2130,Erie 1 BOCES,
80067465,53925172,Hardware,Telephony,VoIP Phone,Cisco,Cisco 8841,0IA5DDHBKS,2026-04-25,2026-05-09,3,2029-04-25,2029,Deployed,Fair,James Taylor,District IT,5188.0,STEM Elementary School,2130,Erie_CSD_2130,Erie 1 BOCES,
80067466,87452697,Hardware,Telephony,VoIP Phone,Cisco,Cisco 8841,HGV4TEZ648,2026-04-25,2026-05-14,3,2029-04-25,2029,Deployed,Fair,Harper Rodriguez,School IT,5188.0,STEM Elementary School,2130,Erie_CSD_2130,Erie 1 BOCES,
80067467,94901210,Hardware,Telephony,VoIP Phone,Cisco,Cisco 8841,GA6RW29NHG,2026-04-25,2026-05-19,3,2029-04-25,2029,Deployed,Good,Jack Martinez,School IT,5188.0,STEM Elementary School,2130,Erie_CSD_2130,Erie 1 BOCES,
80067468,37428125,Hardware,Telephony,VoIP Phone,Cisco,Cisco 8841,4TW1LXLSOR,2026-04-25,2026-04-28,3,2029-04-25,2029,Deployed,Good,,District IT,5188.0,STEM Elementary School,2130,Erie_CSD_2130,Erie 1 BOCES,
80067469,16309808,Hardware,Telephony,VoIP Phone,Cisco,Cisco 8841,602GEX3L1H,2026-04-25,2026-05-19,3,2029-04-25,2029,Deployed,Good,Henry Davis,School IT,5188.0,STEM Elementary School,2130,Erie_CSD_2130,Erie 1 BOCES,
80067470,97595078,Hardware,Telephony,VoIP Phone,Cisco,Cisco 8841,XWSZNLGHHY,2026-04-25,2026-05-14,3,2029-04-25,2029,Deployed,Good,Sebastian Wilson,School IT,5188.0,STEM Elementary School,2130,Erie_CSD_2130,Erie 1 BOCES,
80067471,34092389,Hardware,Telephony,VoIP Phone,Cisco,Cisco 8841,96S9DZBPIS,2026-04-25,2026-04-28,3,2029-04-25,2029,Deployed,Good,Zoey Moore,School IT,5188.0,STEM Elementary School,2130,Erie_CSD_2130,Erie 1 BOCES,
80067472,56502481,Hardware,Telephony,VoIP Phone,Cisco,Cisco 8841,98DJ54BOFJ,2026-04-25,2026-05-16,3,2029-04-25,2029,Deployed,Good,Ethan Jackson,District IT,5188.0,STEM Elementary School,2130,Erie_CSD_2130,Erie 1 BOCES,
80067473,29727903,Hardware,Telephony,VoIP Phone,Cisco,Cisco 8841,4TBDGY3CEW,2026-04-25,2026-04-29,3,2029-04-25,2029,Deployed,Good,Carter Wilson,School IT,5188.0,STEM Elementary School,2130,Erie_CSD_2130,Erie 1 BOCES,
80067474,94264371,Hardware,Telephony,VoIP Phone,Cisco,Cisco 8841,WICDTH4H5S,2026-04-25,2026-05-10,3,2029-04-25,2029,Deployed,Good,Ella Thomas,School IT,5188.0,STEM Elementary School,2130,Erie_CSD_2130,Erie 1 BOCES,
80067475,20352911,Hardware,Telephony,VoIP Phone,Cisco,Cisco 8841,R5RZ14EA6Q,2026-04-25,2026-05-09,3,2029-04-25,2029,Deployed,Good,Wyatt Martin,District IT,5188.0,STEM Elementary School,2130,Erie_CSD_2130,Erie 1 BOCES,
80067476,44010116,Hardware,Telephony,VoIP Phone,Cisco,Cisco 8841,ZB2IB0TQZG,2026-04-25,2026-05-19,3,2029-04-25,2029,Deployed,Good,James Martinez,District IT,5188.0,STEM Elementary School,2130,Erie_CSD_2130,Erie 1 BOCES,
80067477,61292116,Hardware,Telephony,VoIP Phone,Cisco,Cisco 8841,RN6R3EAJS9,2026-04-25,2026-05-20,3,2029-04-25,2029,Deployed,Good,Ethan Johnson,School IT,5188.0,STEM Elementary School,2130,Erie_CSD_2130,Erie 1 BOCES,
80067478,18968423,Hardware,Telephony,VoIP Phone,Cisco,Cisco 8841,42B675FBGO,2026-04-25,2026-05-03,3,2029-04-25,2029,Deployed,Good,,School IT,5188.0,STEM Elementary School,2130,Erie_CSD_2130,Erie 1 BOCES,
80067479,47294212,Hardware,Telephony,VoIP Phone,Cisco,Cisco 8841,W2N1LNBEVA,2026-04-25,2026-05-05,3,2029-04-25,2029,Deployed,Good,,School IT,5188.0,STEM Elementary School,2130,Erie_CSD_2130,Erie 1 BOCES,
80067480,36363073,Hardware,Telephony,VoIP Phone,Cisco,Cisco 8841,SQDT194Q5U,2026-04-25,2026-05-15,3,2029-04-25,2029,Deployed,Good,Mason Jackson,District IT,5188.0,STEM Elementary School,2130,Erie_CSD_2130,Erie 1 BOCES,
80067481,48908137,Hardware,Telephony,VoIP Phone,Cisco,Cisco 8841,W0N87ZE30O,2026-04-25,2026-05-03,3,2029-04-25,2029,Deployed,Good,Ava Garcia,District IT,5188.0,STEM Elementary School,2130,Erie_CSD_2130,Erie 1 BOCES,
80067482,31051892,Hardware,Telephony,VoIP Phone,Cisco,Cisco 8841,RR4HX96UNQ,2026-04-25,2026-05-19,3,2029-04-25,2029,Deployed,Fair,David Moore,District IT,5188.0,STEM Elementary School,2130,Erie_CSD_2130,Erie 1 BOCES,
80067483,87839174,Hardware,Telephony,VoIP Phone,Cisco,Cisco 8841,LEAN32AP63,2026-04-25,2026-05-17,3,2029-04-25,2029,Deployed,Fair,Amelia Gonzalez,District IT,5188.0,STEM Elementary School,2130,Erie_CSD_2130,Erie 1 BOCES,
80067484,90229547,Hardware,Telephony,VoIP Phone,Cisco,Cisco 8841,CTHN7U8GNP,2026-04-25,2026-05-17,3,2029-04-25,2029,Deployed,Good,Chloe Williams,District IT,5188.0,STEM Elementary School,2130,Erie_CSD_2130,Erie 1 BOCES,
80067485,49156789,Hardware,Telephony,VoIP Phone,Cisco,Cisco 8841,ZGYDCFMRKT,2026-04-25,2026-05-18,3,2029-04-25,2029,Deployed,Good,Benjamin Garcia,School IT,5188.0,STEM Elementary School,2130,Erie_CSD_2130,Erie 1 BOCES,
80067486,66920876,Hardware,Telephony,VoIP Phone,Cisco,Cisco 8841,XVZHOCA2N3,2026-04-25,2026-04-28,3,2029-04-25,2029,In Storage,Good,,District IT,5188.0,STEM Elementary School,2130,Erie_CSD_2130,Erie 1 BOCES,
80067487,13425365,Hardware,Telephony,VoIP Phone,Cisco,Cisco 8841,V9DYPEO1FA,2026-04-25,2026-05-13,3,2029-04-25,2029,Deployed,Good,Ava Taylor,District IT,5188.0,STEM Elementary School,2130,Erie_CSD_2130,Erie 1 BOCES,
80067488,46794691,Hardware,Telephony,VoIP Phone,Cisco,Cisco 8841,SA83I6P8F8,2026-04-25,2026-05-05,3,2029-04-25,2029,Pending Deployment,Fair,Aiden Brown,District IT,5188.0,STEM Elementary School,2130,Erie_CSD_2130,Erie 1 BOCES,
80067489,65074099,Hardware,Telephony,VoIP Phone,Cisco,Cisco 8841,XR4KN7FZ2A,2026-04-25,2026-05-05,3,2029-04-25,2029,Deployed,Good,Sophia Jones,District IT,5188.0,STEM Elementary School,2130,Erie_CSD_2130,Erie 1 BOCES,
80067490,83468184,Hardware,Telephony,VoIP Phone,Cisco,Cisco 8841,FWKJPLG46R,2026-04-25,2026-05-13,3,2029-04-25,2029,Deployed,Good,Isabella Garcia,School IT,5188.0,STEM Elementary School,2130,Erie_CSD_2130,Erie 1 BOCES,
80067491,48194002,Hardware,Telephony,VoIP Phone,Cisco,Cisco 8841,AVX5FMXQT3,2026-04-25,2026-05-01,3,2029-04-25,2029,Deployed,Good,Scarlett Johnson,District IT,5188.0,STEM Elementary School,2130,Erie_CSD_2130,Erie 1 BOCES,
80067492,24452080,Hardware,Telephony,VoIP Phone,Cisco,Cisco 8841,D26AFGVME2,2026-04-25,2026-05-12,3,2029-04-25,2029,Deployed,Fair,Sophia Thomas,District IT,5188.0,STEM Elementary School,2130,Erie_CSD_2130,Erie 1 BOCES,
80067493,88207024,Hardware,Telephony,VoIP Phone,Cisco,Cisco 8841,0R6VH8U4WS,2026-04-25,2026-05-14,3,2029-04-25,2029,Pending Deployment,Good,Isabella Martinez,School IT,5188.0,STEM Elementary School,2130,Erie_CSD_2130,Erie 1 BOCES,
80067494,14034616,Hardware,Telephony,VoIP Phone,Cisco,Cisco 8841,FFH2Z0027E,2026-04-25,2026-05-10,3,2029-04-25,2029,Deployed,Good,David Jones,District IT,5188.0,STEM Elementary School,2130,Erie_CSD_2130,Erie 1 BOCES,
80067495,51221535,Hardware,Telephony,VoIP Phone,Cisco,Cisco 8841,MD4DWZ4G5A,2026-04-25,2026-05-02,3,2029-04-25,2029,In Storage,Good,,School IT,5188.0,STEM Elementary School,2130,Erie_CSD_2130,Erie 1 BOCES,
80067496,80802369,Hardware,Telephony,VoIP Phone,Cisco,Cisco 8841,YUT17VLCQY,2026-04-25,2026-04-28,3,2029-04-25,2029,Deployed,Good,Sophia Smith,School IT,5188.0,STEM Elementary School,2130,Erie_CSD_2130,Erie 1 BOCES,
80067497,38753491,Hardware,Telephony,VoIP Phone,Cisco,Cisco 8841,4FRBXJSWC1,2026-04-25,2026-05-15,3,2029-04-25,2029,In Storage,Good,Lucas Anderson,District IT,5188.0,STEM Elementary School,2130,Erie_CSD_2130,Erie 1 BOCES,
