Asset_ID,Asset_Tag,Item_Class,Item_Family,Asset_Type,Manufacturer,Model,Serial_Number,Purchase_Date,Date_Received,Warranty_Years,Warranty_End_Date,Expected_Replacement_Year,Asset_Status,Asset_Condition,Assigned_User,Department_Owner,School_ID,School_Name,District_ID,District_Name,BOCES_Region,Location_Detail
80062722,50092211,Hardware,Display,Monitor,Dell,P2422H,C3LNPZQODU,2026-03-12,2026-03-22,3,2029-03-12,2029,Deployed,Good,,School IT,5157.0,Tech Tech Center,2119,Capital_CSD_2119,Capital Region BOCES,
80062723,78925876,Hardware,Display,Monitor,Dell,P2422H,M9G611XX13,2026-03-12,2026-03-15,3,2029-03-12,2029,Deployed,Good,Ethan Garcia,School IT,5157.0,Tech Tech Center,2119,Capital_CSD_2119,Capital Region BOCES,
80062724,75926268,Hardware,Display,Monitor,Dell,P2422H,GJQTN09H0W,2026-03-12,2026-03-20,3,2029-03-12,2029,Deployed,Poor,Jack Davis,School IT,5157.0,Tech Tech Center,2119,Capital_CSD_2119,Capital Region BOCES,
80062725,12938264,Hardware,Display,Monitor,Dell,P2422H,P0Z8YHODEG,2026-03-12,2026-04-05,3,2029-03-12,2029,In Storage,Good,Isabella Moore,School IT,5157.0,Tech Tech Center,2119,Capital_CSD_2119,Capital Region BOCES,
80062726,75283123,Hardware,Display,Monitor,Dell,P2422H,4BLEFJPZCC,2026-03-12,2026-03-25,3,2029-03-12,2029,In Storage,Good,Noah Hernandez,School IT,5157.0,Tech Tech Center,2119,Capital_CSD_2119,Capital Region BOCES,
80062727,97191188,Hardware,Display,Monitor,Dell,P2422H,DB1OBUQ7A5,2026-03-12,2026-03-20,3,2029-03-12,2029,Deployed,Good,Sebastian Jones,District IT,5157.0,Tech Tech Center,2119,Capital_CSD_2119,Capital Region BOCES,
80062728,75091905,Hardware,Display,Monitor,Dell,P2422H,9F1VJ0J7XL,2026-03-12,2026-03-30,3,2029-03-12,2029,Deployed,Good,Chloe Taylor,School IT,5157.0,Tech Tech Center,2119,Capital_CSD_2119,Capital Region BOCES,
80062729,52765046,Hardware,Display,Monitor,Dell,P2422H,CS4CB3OOW7,2026-03-12,2026-04-06,3,2029-03-12,2029,Deployed,Good,Ella Anderson,District IT,5157.0,Tech Tech Center,2119,Capital_CSD_2119,Capital Region BOCES,
80062730,44747714,Hardware,Display,Monitor,Dell,P2422H,LVT30CJL89,2026-03-12,2026-04-02,3,2029-03-12,2029,Deployed,Fair,Lily Anderson,District IT,5157.0,Tech Tech Center,2119,Capital_CSD_2119,Capital Region BOCES,
80062731,18603441,Hardware,Display,Monitor,Dell,P2422H,01Q4OSDIKS,2026-03-12,2026-04-03,3,2029-03-12,2029,Deployed,Good,Olivia Lopez,District IT,5157.0,Tech Tech Center,2119,Capital_CSD_2119,Capital Region BOCES,
80062732,44516267,Hardware,Display,Monitor,Dell,P2422H,83OSWP801V,2026-03-12,2026-03-30,3,2029-03-12,2029,Pending Deployment,Fair,Jack Johnson,School IT,5157.0,Tech Tech Center,2119,Capital_CSD_2119,Capital Region BOCES,
80062733,90909378,Hardware,Display,Monitor,Dell,P2422H,77AMGIBQCZ,2026-03-12,2026-04-01,3,2029-03-12,2029,Deployed,Fair,Olivia Martin,District IT,5157.0,Tech Tech Center,2119,Capital_CSD_2119,Capital Region BOCES,
80062734,30144465,Hardware,Display,Monitor,Dell,P2422H,UNPHONS9PH,2026-03-12,2026-03-23,3,2029-03-12,2029,Deployed,Good,Aiden Anderson,School IT,5157.0,Tech Tech Center,2119,Capital_CSD_2119,Capital Region BOCES,
80062735,32944994,Hardware,Display,Monitor,Dell,P2422H,6H2NFS77RZ,2026-03-12,2026-03-24,3,2029-03-12,2029,Deployed,Good,Scarlett Garcia,School IT,5157.0,Tech Tech Center,2119,Capital_CSD_2119,Capital Region BOCES,
80062736,24591712,Hardware,Display,Monitor,Dell,P2422H,UKBPEUXWIO,2026-03-12,2026-03-30,3,2029-03-12,2029,Deployed,Good,Noah Wilson,School IT,5157.0,Tech Tech Center,2119,Capital_CSD_2119,Capital Region BOCES,
80062737,63681234,Hardware,Display,Monitor,Dell,P2422H,X2CM8NXH56,2026-03-12,2026-03-15,3,2029-03-12,2029,Deployed,Fair,Benjamin Miller,School IT,5157.0,Tech Tech Center,2119,Capital_CSD_2119,Capital Region BOCES,
80062738,42998967,Hardware,Display,Monitor,Dell,P2422H,3FXM4VTIIM,2026-03-12,2026-03-25,3,2029-03-12,2029,Deployed,Good,Evelyn Rodriguez,District IT,5157.0,Tech Tech Center,2119,Capital_CSD_2119,Capital Region BOCES,
80062739,35151199,Hardware,Display,Monitor,Dell,P2422H,B9N1YSWQEA,2026-03-12,2026-04-04,3,2029-03-12,2029,Deployed,Good,Jack Jones,District IT,5157.0,Tech Tech Center,2119,Capital_CSD_2119,Capital Region BOCES,
80062740,89629166,Hardware,Display,Monitor,Dell,P2422H,J17DWAAEZ0,2026-03-12,2026-03-29,3,2029-03-12,2029,Pending Deployment,Good,Ella Martinez,School IT,5157.0,Tech Tech Center,2119,Capital_CSD_2119,Capital Region BOCES,
80062741,16572746,Hardware,Display,Monitor,Dell,P2422H,65AFPPW4MR,2026-03-12,2026-04-01,3,2029-03-12,2029,Deployed,Good,Sophia Jackson,District IT,5157.0,Tech Tech Center,2119,Capital_CSD_2119,Capital Region BOCES,
80062742,56429929,Hardware,Display,Monitor,Dell,P2422H,G4K4N8Z1G4,2026-03-12,2026-03-18,3,2029-03-12,2029,Deployed,Good,David Anderson,School IT,5157.0,Tech Tech Center,2119,Capital_CSD_2119,Capital Region BOCES,
80062743,31172616,Hardware,Display,Monitor,Dell,P2422H,QZ1DOOQTBV,2026-03-12,2026-03-15,3,2029-03-12,2029,Deployed,Good,Aiden Williams,District IT,5157.0,Tech Tech Center,2119,Capital_CSD_2119,Capital Region BOCES,
80062744,43163478,Hardware,Display,Monitor,Dell,P2422H,0ZZX3H3MK8,2026-03-12,2026-04-04,3,2029-03-12,2029,In Storage,Good,,District IT,5157.0,Tech Tech Center,2119,Capital_CSD_2119,Capital Region BOCES,
80062745,30256847,Hardware,Display,Monitor,Dell,P2422H,LKZNDN0PLA,2026-03-12,2026-03-23,3,2029-03-12,2029,Deployed,Good,,District IT,5157.0,Tech Tech Center,2119,Capital_CSD_2119,Capital Region BOCES,
80062746,17621490,Hardware,Display,Monitor,Dell,P2422H,12MECDPUU7,2026-03-12,2026-03-24,3,2029-03-12,2029,Deployed,Good,Ava Martin,School IT,5157.0,Tech Tech Center,2119,Capital_CSD_2119,Capital Region BOCES,
80062747,17980429,Hardware,Display,Monitor,Dell,P2422H,VY3SZAPG49,2026-03-12,2026-04-03,3,2029-03-12,2029,Deployed,Good,Mason Hernandez,School IT,5157.0,Tech Tech Center,2119,Capital_CSD_2119,Capital Region BOCES,
80062748,87562246,Hardware,Display,Monitor,Dell,P2422H,FH77HQCEM0,2026-03-12,2026-04-06,3,2029-03-12,2029,Deployed,Good,Jack Garcia,School IT,5157.0,Tech Tech Center,2119,Capital_CSD_2119,Capital Region BOCES,
80062749,54884454,Hardware,Display,Monitor,Dell,P2422H,QY9LOS14CI,2026-03-12,2026-04-04,3,2029-03-12,2029,Deployed,Fair,Aiden Jackson,District IT,5157.0,Tech Tech Center,2119,Capital_CSD_2119,Capital Region BOCES,
80062750,16623661,Hardware,Display,Monitor,Dell,P2422H,8BNVI5YAFA,2026-03-12,2026-03-27,3,2029-03-12,2029,Deployed,Good,Sophia Taylor,District IT,5157.0,Tech Tech Center,2119,Capital_CSD_2119,Capital Region BOCES,
80062751,24656081,Hardware,Display,Monitor,Dell,P2422H,J5F5T14XK6,2026-03-12,2026-03-18,3,2029-03-12,2029,Deployed,Good,Olivia Hernandez,School IT,5157.0,Tech Tech Center,2119,Capital_CSD_2119,Capital Region BOCES,
80062752,73567579,Hardware,Display,Monitor,Dell,P2422H,YTODRXUAZE,2026-03-12,2026-03-17,3,2029-03-12,2029,In Storage,Good,Jack Smith,District IT,5157.0,Tech Tech Center,2119,Capital_CSD_2119,Capital Region BOCES,
80062753,57476273,Hardware,Display,Monitor,Dell,P2422H,SIBWQO5IVW,2026-03-12,2026-03-25,3,2029-03-12,2029,Pending Deployment,Good,Grace Hernandez,School IT,5157.0,Tech Tech Center,2119,Capital_CSD_2119,Capital Region BOCES,
80062754,17703016,Hardware,Display,Monitor,Dell,P2422H,Y0FMJNHN7R,2026-03-12,2026-04-06,3,2029-03-12,2029,Deployed,Fair,Liam Lopez,District IT,5157.0,Tech Tech Center,2119,Capital_CSD_2119,Capital Region BOCES,
80062755,26895157,Hardware,Display,Monitor,Dell,P2422H,7PB6PUPZK3,2026-03-12,2026-04-04,3,2029-03-12,2029,In Storage,Good,Sophia Lopez,District IT,5157.0,Tech Tech Center,2119,Capital_CSD_2119,Capital Region BOCES,
80062756,92608172,Hardware,Display,Monitor,Dell,P2422H,4HPTDY1DDN,2026-03-12,2026-03-27,3,2029-03-12,2029,In Storage,Fair,,School IT,5157.0,Tech Tech Center,2119,Capital_CSD_2119,Capital Region BOCES,
80062757,41977962,Hardware,Display,Monitor,Dell,P2422H,IR8CG4M1M3,2026-03-12,2026-03-21,3,2029-03-12,2029,Deployed,Good,Liam Gonzalez,School IT,5157.0,Tech Tech Center,2119,Capital_CSD_2119,Capital Region BOCES,
80062758,14825134,Hardware,Display,Monitor,Dell,P2422H,QQBY78B4FB,2026-03-12,2026-03-18,3,2029-03-12,2029,Pending Deployment,Good,Harper Davis,School IT,5157.0,Tech Tech Center,2119,Capital_CSD_2119,Capital Region BOCES,
80062759,89832066,Hardware,Display,Monitor,Dell,P2422H,IWJRH8HPP8,2026-03-12,2026-04-02,3,2029-03-12,2029,Deployed,Good,James Brown,School IT,5157.0,Tech Tech Center,2119,Capital_CSD_2119,Capital Region BOCES,
80062760,68374946,Hardware,Display,Monitor,Dell,P2422H,M5R5X8VOI3,2026-03-12,2026-03-19,3,2029-03-12,2029,Deployed,Good,,District IT,5157.0,Tech Tech Center,2119,Capital_CSD_2119,Capital Region BOCES,
80062761,14144515,Hardware,Display,Monitor,Dell,P2422H,DTYCHY6KYE,2026-03-12,2026-03-26,3,2029-03-12,2029,In Storage,Good,Grace Wilson,District IT,5157.0,Tech Tech Center,2119,Capital_CSD_2119,Capital Region BOCES,
80062762,62933487,Hardware,Display,Monitor,Dell,P2422H,CX5H1J5YBW,2026-03-12,2026-03-18,3,2029-03-12,2029,Deployed,Fair,Liam Brown,School IT,5157.0,Tech Tech Center,2119,Capital_CSD_2119,Capital Region BOCES,
80062763,30686742,Hardware,Display,Monitor,Dell,P2422H,V6C103IZAW,2026-03-12,2026-03-30,3,2029-03-12,2029,Deployed,Good,,District IT,5157.0,Tech Tech Center,2119,Capital_CSD_2119,Capital Region BOCES,
80062764,48299010,Hardware,Display,Monitor,Dell,P2422H,C1BGW9G9AC,2026-03-12,2026-03-27,3,2029-03-12,2029,Deployed,Good,Benjamin Thomas,District IT,5157.0,Tech Tech Center,2119,Capital_CSD_2119,Capital Region BOCES,
80062765,51689503,Hardware,Display,Monitor,Dell,P2422H,IXYXB4HIKX,2026-03-12,2026-03-31,3,2029-03-12,2029,Deployed,Fair,,District IT,5157.0,Tech Tech Center,2119,Capital_CSD_2119,Capital Region BOCES,
80062766,43677475,Hardware,Display,Monitor,Dell,P2422H,TR00ZNQIH0,2026-03-12,2026-03-26,3,2029-03-12,2029,In Storage,Poor,Olivia Jones,School IT,5157.0,Tech Tech Center,2119,Capital_CSD_2119,Capital Region BOCES,
80062767,75915814,Hardware,Display,Monitor,Dell,P2422H,H8E3WOMW5G,2026-03-12,2026-04-05,3,2029-03-12,2029,Deployed,Fair,Mason Davis,School IT,5157.0,Tech Tech Center,2119,Capital_CSD_2119,Capital Region BOCES,
80062768,13240007,Hardware,Display,Monitor,Dell,P2422H,S1VLZTMXFO,2026-03-12,2026-03-26,3,2029-03-12,2029,Deployed,Good,Emma Jackson,School IT,5157.0,Tech Tech Center,2119,Capital_CSD_2119,Capital Region BOCES,
80062769,83994752,Hardware,Display,Monitor,Dell,P2422H,1O5CNZXB98,2026-03-12,2026-03-22,3,2029-03-12,2029,Deployed,Good,Isabella Miller,School IT,5157.0,Tech Tech Center,2119,Capital_CSD_2119,Capital Region BOCES,
80062770,59875029,Hardware,Display,Monitor,Dell,P2422H,NTI23HGU9W,2026-03-12,2026-04-01,3,2029-03-12,2029,Deployed,Good,Mason Williams,District IT,5157.0,Tech Tech Center,2119,Capital_CSD_2119,Capital Region BOCES,
80062771,11193979,Hardware,Display,Monitor,Dell,P2422H,JCMI72TUN0,2026-03-12,2026-03-27,3,2029-03-12,2029,Deployed,Good,Isabella Lopez,School IT,5157.0,Tech Tech Center,2119,Capital_CSD_2119,Capital Region BOCES,
80062772,37906525,Hardware,Display,Monitor,Dell,P2422H,YGCXGXJ71Z,2026-03-12,2026-03-16,3,2029-03-12,2029,Deployed,Good,Evelyn Moore,School IT,5157.0,Tech Tech Center,2119,Capital_CSD_2119,Capital Region BOCES,
80062773,25136670,Hardware,Display,Monitor,Dell,P2422H,EQC5NLLR00,2026-03-12,2026-03-28,3,2029-03-12,2029,Deployed,Poor,Mason Rodriguez,School IT,5157.0,Tech Tech Center,2119,Capital_CSD_2119,Capital Region BOCES,
80062774,22072796,Hardware,Display,Monitor,Dell,P2422H,0NU3QSCGBF,2026-03-12,2026-03-29,3,2029-03-12,2029,Deployed,Good,Benjamin Davis,School IT,5157.0,Tech Tech Center,2119,Capital_CSD_2119,Capital Region BOCES,
80062775,75662715,Hardware,Display,Monitor,Dell,P2422H,18340706S8,2026-03-12,2026-03-29,3,2029-03-12,2029,Deployed,Good,Carter Lopez,District IT,5157.0,Tech Tech Center,2119,Capital_CSD_2119,Capital Region BOCES,
80062776,59085358,Hardware,Display,Monitor,Dell,P2422H,X52BLUBSUE,2026-03-12,2026-03-17,3,2029-03-12,2029,Deployed,Good,,District IT,5157.0,Tech Tech Center,2119,Capital_CSD_2119,Capital Region BOCES,
80062777,89016177,Hardware,Display,Monitor,Dell,P2422H,OIV9A6C7OC,2026-03-12,2026-03-16,3,2029-03-12,2029,Deployed,Good,James Wilson,District IT,5157.0,Tech Tech Center,2119,Capital_CSD_2119,Capital Region BOCES,
80062778,43447323,Hardware,Display,Monitor,Dell,P2422H,L4SFF6BKRD,2026-03-12,2026-04-04,3,2029-03-12,2029,Deployed,Good,Grace Moore,School IT,5157.0,Tech Tech Center,2119,Capital_CSD_2119,Capital Region BOCES,
80062779,70950862,Hardware,Display,Monitor,Dell,P2422H,KLQ3JUD0W2,2026-03-12,2026-03-27,3,2029-03-12,2029,Deployed,Good,Harper Jackson,District IT,5157.0,Tech Tech Center,2119,Capital_CSD_2119,Capital Region BOCES,
80062780,83454787,Hardware,Display,Monitor,Dell,P2422H,QVR6BUKO1U,2026-03-12,2026-03-27,3,2029-03-12,2029,Deployed,Good,,School IT,5157.0,Tech Tech Center,2119,Capital_CSD_2119,Capital Region BOCES,
80062781,53052858,Hardware,Display,Monitor,Dell,P2422H,31PR8Q9444,2026-03-12,2026-03-30,3,2029-03-12,2029,Deployed,Good,Benjamin Wilson,School IT,5157.0,Tech Tech Center,2119,Capital_CSD_2119,Capital Region BOCES,
80062782,76680614,Hardware,Display,Monitor,Dell,P2422H,TU3TSVUUSR,2026-03-12,2026-04-03,3,2029-03-12,2029,In Storage,Good,Scarlett Wilson,District IT,5157.0,Tech Tech Center,2119,Capital_CSD_2119,Capital Region BOCES,
80062783,35881720,Hardware,Display,Monitor,Dell,P2422H,TGFOM1H8TK,2026-03-12,2026-03-26,3,2029-03-12,2029,Deployed,Good,Henry Davis,School IT,5157.0,Tech Tech Center,2119,Capital_CSD_2119,Capital Region BOCES,
80062784,63068032,Hardware,Display,Monitor,Dell,P2422H,4OIN3ZMP0Y,2026-03-12,2026-04-06,3,2029-03-12,2029,Deployed,Good,Zoey Anderson,District IT,5157.0,Tech Tech Center,2119,Capital_CSD_2119,Capital Region BOCES,
80062785,41449609,Hardware,Display,Monitor,Dell,P2422H,UFKSPSVVB7,2026-03-12,2026-03-19,3,2029-03-12,2029,Deployed,Good,David Lopez,District IT,5157.0,Tech Tech Center,2119,Capital_CSD_2119,Capital Region BOCES,
80062786,26128206,Hardware,Display,Monitor,Dell,P2422H,B4790CYG9H,2026-03-12,2026-03-29,3,2029-03-12,2029,Pending Deployment,Good,Ava Thomas,District IT,5157.0,Tech Tech Center,2119,Capital_CSD_2119,Capital Region BOCES,
80062787,16467017,Hardware,Display,Monitor,Dell,P2422H,MIOXN4I486,2026-03-12,2026-03-27,3,2029-03-12,2029,Deployed,Good,Lily Miller,District IT,5157.0,Tech Tech Center,2119,Capital_CSD_2119,Capital Region BOCES,
80062788,16303955,Hardware,Display,Monitor,Dell,P2422H,LFTSY35NO0,2026-03-12,2026-03-31,3,2029-03-12,2029,Deployed,Good,Sophia Smith,District IT,5157.0,Tech Tech Center,2119,Capital_CSD_2119,Capital Region BOCES,
80062789,27957868,Hardware,Display,Monitor,Dell,P2422H,PLX172NUHZ,2026-03-12,2026-03-31,3,2029-03-12,2029,Deployed,Good,Carter Williams,School IT,5157.0,Tech Tech Center,2119,Capital_CSD_2119,Capital Region BOCES,
80062790,16755762,Hardware,Display,Monitor,Dell,P2422H,6IJ45K57S4,2026-03-12,2026-03-30,3,2029-03-12,2029,Deployed,Good,Olivia Jackson,School IT,5157.0,Tech Tech Center,2119,Capital_CSD_2119,Capital Region BOCES,
80062791,55031636,Hardware,Display,Monitor,Dell,P2422H,0WIEELM1RU,2026-03-12,2026-03-21,3,2029-03-12,2029,Deployed,Good,Chloe Williams,District IT,5157.0,Tech Tech Center,2119,Capital_CSD_2119,Capital Region BOCES,
80062792,73988694,Hardware,Display,Monitor,Dell,P2422H,6URCQQLEFI,2026-03-12,2026-03-28,3,2029-03-12,2029,Deployed,Good,Logan Lopez,School IT,5157.0,Tech Tech Center,2119,Capital_CSD_2119,Capital Region BOCES,
80062793,98879647,Hardware,Display,Monitor,Dell,P2422H,WX6049SJLM,2026-03-12,2026-04-05,3,2029-03-12,2029,Pending Deployment,Poor,Aiden Brown,District IT,5157.0,Tech Tech Center,2119,Capital_CSD_2119,Capital Region BOCES,
80062794,36936821,Hardware,Display,Monitor,Dell,P2422H,OBXXGEQF4X,2026-03-12,2026-03-17,3,2029-03-12,2029,In Storage,Fair,Wyatt Miller,School IT,5157.0,Tech Tech Center,2119,Capital_CSD_2119,Capital Region BOCES,
80062795,85877244,Hardware,Display,Monitor,Dell,P2422H,OGT8TAZ87X,2026-03-12,2026-03-22,3,2029-03-12,2029,Deployed,Good,Isabella Hernandez,District IT,5157.0,Tech Tech Center,2119,Capital_CSD_2119,Capital Region BOCES,
80062796,71291424,Hardware,Display,Monitor,Dell,P2422H,MXCFVQW3G8,2026-03-12,2026-04-03,3,2029-03-12,2029,Deployed,Good,Carter Davis,District IT,5157.0,Tech Tech Center,2119,Capital_CSD_2119,Capital Region BOCES,
80062797,86257394,Hardware,Display,Monitor,Dell,P2422H,R07WY25FPA,2026-03-12,2026-03-21,3,2029-03-12,2029,Deployed,Good,Benjamin Garcia,School IT,5157.0,Tech Tech Center,2119,Capital_CSD_2119,Capital Region BOCES,
80062798,96364260,Hardware,Display,Monitor,Dell,P2422H,QEAHV8HOM3,2026-03-12,2026-04-05,3,2029-03-12,2029,In Storage,Fair,Wyatt Johnson,School IT,5157.0,Tech Tech Center,2119,Capital_CSD_2119,Capital Region BOCES,
80062799,27769496,Hardware,Display,Monitor,Dell,P2422H,ZF96OY2H18,2026-03-12,2026-04-03,3,2029-03-12,2029,Deployed,Fair,,School IT,5157.0,Tech Tech Center,2119,Capital_CSD_2119,Capital Region BOCES,
80062800,66386352,Hardware,Display,Monitor,Dell,P2422H,2TVSTGUEWI,2026-03-12,2026-04-05,3,2029-03-12,2029,Deployed,Good,Carter Anderson,School IT,5157.0,Tech Tech Center,2119,Capital_CSD_2119,Capital Region BOCES,
80062801,40931947,Hardware,Display,Monitor,Dell,P2422H,SVAD4Y0LZO,2026-03-12,2026-03-24,3,2029-03-12,2029,Deployed,Good,Logan Johnson,School IT,5157.0,Tech Tech Center,2119,Capital_CSD_2119,Capital Region BOCES,
80062802,80079741,Hardware,Display,Monitor,Dell,P2422H,1WQR5OJ56X,2026-03-12,2026-03-30,3,2029-03-12,2029,Deployed,Good,Chloe Taylor,School IT,5157.0,Tech Tech Center,2119,Capital_CSD_2119,Capital Region BOCES,
80062803,61483568,Hardware,Display,Monitor,Dell,P2422H,TGWKWL7VTL,2026-03-12,2026-03-26,3,2029-03-12,2029,Deployed,Fair,Olivia Hernandez,School IT,5157.0,Tech Tech Center,2119,Capital_CSD_2119,Capital Region BOCES,
80062804,33114137,Hardware,Display,Monitor,Dell,P2422H,YNJOZC9Q6B,2026-03-12,2026-03-18,3,2029-03-12,2029,Deployed,Good,Emma Rodriguez,District IT,5157.0,Tech Tech Center,2119,Capital_CSD_2119,Capital Region BOCES,
80062805,20942365,Hardware,Display,Monitor,Dell,P2422H,AW3XCUEW95,2026-03-12,2026-03-31,3,2029-03-12,2029,Deployed,Good,,District IT,5157.0,Tech Tech Center,2119,Capital_CSD_2119,Capital Region BOCES,
80062806,68072241,Hardware,Display,Monitor,Dell,P2422H,67D13D1B4C,2026-03-12,2026-03-23,3,2029-03-12,2029,In Storage,Good,Liam Brown,District IT,5157.0,Tech Tech Center,2119,Capital_CSD_2119,Capital Region BOCES,
80062807,75985029,Hardware,Display,Monitor,Dell,P2422H,Z46KOAYP61,2026-03-12,2026-03-31,3,2029-03-12,2029,Deployed,Fair,Amelia Miller,School IT,5157.0,Tech Tech Center,2119,Capital_CSD_2119,Capital Region BOCES,
80062808,51349534,Hardware,Display,Monitor,Dell,P2422H,8VAA1L4Z51,2026-03-12,2026-03-30,3,2029-03-12,2029,Deployed,Good,Liam Rodriguez,School IT,5157.0,Tech Tech Center,2119,Capital_CSD_2119,Capital Region BOCES,
80062809,70318308,Hardware,Display,Monitor,Dell,P2422H,ESEV7R7KW5,2026-03-12,2026-03-17,3,2029-03-12,2029,Deployed,Good,,District IT,5157.0,Tech Tech Center,2119,Capital_CSD_2119,Capital Region BOCES,
80062810,36178560,Hardware,Display,Monitor,Dell,P2422H,QPHYKDDD3Z,2026-03-12,2026-03-26,3,2029-03-12,2029,Deployed,Good,Lucas Brown,School IT,5157.0,Tech Tech Center,2119,Capital_CSD_2119,Capital Region BOCES,
80062811,51127681,Hardware,Display,Monitor,Dell,P2422H,1D6U153ISD,2026-03-12,2026-03-20,3,2029-03-12,2029,Deployed,Good,David Martinez,School IT,5157.0,Tech Tech Center,2119,Capital_CSD_2119,Capital Region BOCES,
80062812,99178183,Hardware,Display,Monitor,Dell,P2422H,C5ES16AUXU,2026-03-12,2026-03-20,3,2029-03-12,2029,Deployed,Good,Mason Smith,School IT,5157.0,Tech Tech Center,2119,Capital_CSD_2119,Capital Region BOCES,
80062813,90762326,Hardware,Display,Monitor,Dell,P2422H,FXRCAS5O82,2026-03-12,2026-03-21,3,2029-03-12,2029,In Storage,Good,Lucas Hernandez,District IT,5157.0,Tech Tech Center,2119,Capital_CSD_2119,Capital Region BOCES,
80062814,76559509,Hardware,Display,Monitor,Dell,P2422H,1G0UMW6KOO,2026-03-12,2026-03-24,3,2029-03-12,2029,Deployed,Good,Chloe Johnson,District IT,5157.0,Tech Tech Center,2119,Capital_CSD_2119,Capital Region BOCES,
80062815,40360370,Hardware,Display,Monitor,Dell,P2422H,CQ6QCIR2TI,2026-03-12,2026-03-18,3,2029-03-12,2029,Deployed,Good,Evelyn Miller,School IT,5157.0,Tech Tech Center,2119,Capital_CSD_2119,Capital Region BOCES,
80062816,89544105,Hardware,Display,Monitor,Dell,P2422H,T2D4HC0X3H,2026-03-12,2026-03-16,3,2029-03-12,2029,Deployed,Good,Lily Smith,District IT,5157.0,Tech Tech Center,2119,Capital_CSD_2119,Capital Region BOCES,
80062817,20386022,Hardware,Display,Monitor,Dell,P2422H,RJX5D9L02D,2026-03-12,2026-03-28,3,2029-03-12,2029,Deployed,Good,Ava Gonzalez,School IT,5157.0,Tech Tech Center,2119,Capital_CSD_2119,Capital Region BOCES,
80062818,47477086,Hardware,Display,Monitor,Dell,P2422H,KJLZPAZJA0,2026-03-12,2026-03-23,3,2029-03-12,2029,Deployed,Good,Grace Jackson,School IT,5157.0,Tech Tech Center,2119,Capital_CSD_2119,Capital Region BOCES,
80062819,75974158,Hardware,Display,Monitor,Dell,P2422H,MATEBMSLUA,2026-03-12,2026-03-20,3,2029-03-12,2029,Deployed,Good,Wyatt Jackson,School IT,5157.0,Tech Tech Center,2119,Capital_CSD_2119,Capital Region BOCES,
